Name,TCG,Amazon,Spread,% Spread
Blazing Archon,,5.33,5.33,0
Lifeblood Hydra,,5.26,5.26,0
Orim's Thunder,,5.25,5.25,0
Glimmervoid,,5.16,5.16,0
"Doran, The Siege Tower",,5.08,5.08,0
Pemmin's Aura,,4.99,4.99,0
Glorybringer,,4.98,4.98,0
Helm of Possession,,4.87,4.87,0
Steel Overseer,,4.84,4.84,0
Polymorphist's Jest ,,4.71,4.71,0
Chandra Nalaar,,4.67,4.67,0
Blood Artist,,4.58,4.58,0
"Sorin, Solemn Visitor ",,4.49,4.49,0
Unbound Flourishing,,4.48,4.48,0
"Ib Halfheart, Goblin Tactician",,4.47,4.47,0
Olivia Voldaren,,4.39,4.39,0
Fungal Sprouting ,,4.23,4.23,0
Sunblast Angel,,4.19,4.19,0
Sword of The Paruns ,,4.19,4.19,0
Vandalblast ,,4.19,4.19,0
Heartless Hidetsugu,,4.14,4.14,0
Rite of The Raging Storm ,,4.1,4.1,0
Anger,,4.08,4.08,0
"Chulane, Teller of Tales",,4.04,4.04,0
Vindicate ,,4.04,4.04,0
Hand of The Praetors,,3.99,3.99,0
Mask of Memory,,3.99,3.99,0
"Akiri, Line-Slinger ",,3.98,3.98,0
Savageborn Hydra,,3.97,3.97,0
Debtors' Knell,,3.84,3.84,0
Sky Diamond ,,3.84,3.84,0
Proclamation of Rebirth,,3.78,3.78,0
Phyrexian Delver ,,3.76,3.76,0
Beacon of Tomorrows,,3.75,3.75,0
Ratcatcher,,3.74,3.74,0
Mirror Entity,,3.58,3.58,0
Eldrazi Displacer ,,3.55,3.55,0
Dismember ,,3.53,3.53,0
Brilliant Ultimatum,,3.43,3.43,0
Palace Jailer ,,3.18,3.18,0
Heedless One,,3.15,3.15,0
"Jace, Architect of Thought ",,3.1,3.1,0
"Akroma, Angel of Wrath",,3.05,3.05,0
Thespian's Stage ,,2.99,2.99,0
Library of Leng,,2.95,2.95,0
Wear // Tear,,2.93,2.93,0
Imperious Perfect,,2.73,2.73,0
Nomad Mythmaker,,2.67,2.67,0
Essence Warden,,2.61,2.61,0
Decimate ,,2.56,2.56,0
Tainted Wood ,,2.43,2.43,0
Nature's Chosen,,2.4,2.4,0
Hallow,,2.39,2.39,0
Astral Cornucopia ,,2.39,2.39,0
Scytheclaw ,,2.31,2.31,0
Prosperity,,2.29,2.29,0
Forbid,,2.28,2.28,0
Sunscorch Regent,,2.26,2.26,0
Control Magic ,,2.23,2.23,0
Spiteful Visions ,,2.19,2.19,0
Sunscape Familiar,,2.13,2.13,0
Brain Freeze,,2.1,2.1,0
Territorial Hellkite,,2.09,2.09,0
Dualcaster Mage ,,2.06,2.06,0
Rally The Ancestors ,,2.06,2.06,0
Part The Waterveil ,,2.04,2.04,0
Damping Sphere,,1.99,1.99,0
Rising Waters,,1.99,1.99,0
Forgotten Ancient ,,1.98,1.98,0
Daru Warchief,,1.98,1.98,0
Wall of Reverence,,1.95,1.95,0
Arcanis The Omnipotent ,,1.84,1.84,0
Hull Breach,,1.84,1.84,0
Psychic Drain,,1.81,1.81,0
Time of Need,,1.79,1.79,0
Words of Worship,,1.75,1.75,0
Launch The Fleet ,,1.73,1.73,0
Kyren Negotiations,,1.65,1.65,0
Voracious Dragon,,1.64,1.64,0
Staff of Nin ,,1.63,1.63,0
Orochi Hatchery,,1.62,1.62,0
Embargo,,1.62,1.62,0
Nezumi Graverobber,,1.59,1.59,0
Stolen Identity ,,1.56,1.56,0
"Jeleva, Nephalia's Scourge ",,1.56,1.56,0
Staff of Nin,,1.56,1.56,0
Nature's Ruin,,1.56,1.56,0
Mana Geyser,,1.55,1.55,0
Cryptoplasm,,1.55,1.55,0
Kitsune Mystic,,1.54,1.54,0
Wolfcaller's Howl ,,1.51,1.51,0
Wren's Run Packmaster,,1.51,1.51,0
Earthquake ,,1.51,1.51,0
"Taigam, Sidisi's Hand",,1.51,1.51,0
Jund Panorama ,,1.5,1.5,0
Myr Reservoir,,1.46,1.46,0
Rubinia Soulsinger ,,1.41,1.41,0
Drumhunter ,,1.4,1.4,0
Reaper of The Wilds ,,1.37,1.37,0
"Bruna, Light of Alabaster",,1.35,1.35,0
Tithe Taker,,1.34,1.34,0
Red Sun's Zenith,,1.31,1.31,0
Fighting Chance,,1.31,1.31,0
Angelic Voices,,1.28,1.28,0
Curiosity,,1.25,1.25,0
Desecration Demon ,,1.2,1.2,0
Mirari ,,1.17,1.17,0
Turntimber Ranger ,,1.17,1.17,0
Stormtide Leviathan,,1.13,1.13,0
Stormtide Leviathan ,,1.12,1.12,0
Backlash,,1.12,1.12,0
Vivid Crag,,1.11,1.11,0
Icefall Regent ,,1.05,1.05,0
Grappling Hook ,,1.05,1.05,0
Essence Flux ,,1.04,1.04,0
Fireshrieker ,,1.04,1.04,0
Tyrant's Familiar ,,1.04,1.04,0
Symbiotic Wurm,,1.04,1.04,0
Spirit of The Hearth,,1.04,1.04,0
Mountain Valley,,1.04,1.04,0
Mogg Assassin,,1.04,1.04,0
Calciform Pools,,1.04,1.04,0
Lapse of Certainty,,1.02,1.02,0
Chain Reaction,,1.02,1.02,0
Chief Engineer ,,1.01,1.01,0
Inspiring Call,,1,1,0
Archon of Justice,,0.99,0.99,0
Hyena Umbra,,0.98,0.98,0
Evil Twin,,0.93,0.93,0
Forgestoker Dragon ,,0.92,0.92,0
Earthquake,,0.91,0.91,0
Deathreap Ritual,,0.9,0.9,0
Spine of Ish SAH,,0.89,0.89,0
Moltensteel Dragon,,0.88,0.88,0
Unexpected Results ,,0.87,0.87,0
Wren's Run Packmaster,,0.85,0.85,0
Colossal Might,,0.85,0.85,0
Never // Return,,0.84,0.84,0
Spine of Ish SAH ,,0.82,0.82,0
Oblation,,0.79,0.79,0
Ashling's Prerogative,,0.79,0.79,0
Skeletal Vampire,,0.79,0.79,0
Mesa Enchantress,,0.78,0.78,0
Vivid Crag,,0.77,0.77,0
Hostility ,,0.77,0.77,0
Body Double ,,0.75,0.75,0
Talent of The Telepath ,,0.75,0.75,0
Summary Dismissal ,,0.75,0.75,0
Mindscour Dragon ,,0.75,0.75,0
Dawnbringer Charioteers ,,0.75,0.75,0
Rathi Assassin,,0.75,0.75,0
Ulvenwald Tracker,,0.74,0.74,0
Spirit of The Labyrinth ,,0.71,0.71,0
Scab-Clan Berserker ,,0.71,0.71,0
Soulcage Fiend ,,0.71,0.71,0
Sulfuric Vortex,,0.71,0.71,0
Dimir Doppelganger,,0.71,0.71,0
Battleground Geist,,0.71,0.71,0
Skyclaw Thrash,,0.71,0.71,0
Respite ,,0.71,0.71,0
Gutter Grime,,0.71,0.71,0
Djinn of Infinite Deceits ,,0.71,0.71,0
"Dromoka, The Eternal ",,0.7,0.7,0
Into The Wilds ,,0.68,0.68,0
Unwind,,0.68,0.68,0
Plasm Capture ,,0.68,0.68,0
Collective Blessing ,,0.68,0.68,0
Tilonalli's Summoner,,0.68,0.68,0
Hedron Matrix ,,0.68,0.68,0
Soul's Fire,,0.68,0.68,0
Zhur-Taa Ancient,,0.68,0.68,0
Graceblade Artisan ,,0.68,0.68,0
Fertilid,,0.68,0.68,0
Chainbreaker,,0.68,0.68,0
Rakish Heir,,0.68,0.68,0
Coral Fighters,,0.68,0.68,0
Colossal Whale ,,0.68,0.68,0
Bloodflow Connoisseur ,,0.68,0.68,0
Growth Spasm,,0.68,0.68,0
Predatory Hunger,,0.68,0.68,0
Bone Shredder,,0.68,0.68,0
"Kuro, Pitlord",,0.68,0.68,0
Trace of Abundance,,0.68,0.68,0
Notorious Assassin,,0.68,0.68,0
Prized Elephant ,,0.68,0.68,0
Excavation Elephant,,0.68,0.68,0
Scrapdiver Serpent,,0.68,0.68,0
Gwyllion Hedge-Mage,,0.68,0.68,0
Arena Athlete ,,0.68,0.68,0
Evangelize,,0.68,0.68,0
Valorous Stance ,,0.67,0.67,0
Supplant Form ,,0.65,0.65,0
Fuel for the Cause,,0.65,0.65,0
Blazethorn Scarecrow,,0.65,0.65,0
Radiant Fountain,,0.65,0.65,0
Shell Skulkin,,0.65,0.65,0
Mogg War Marshal ,,0.65,0.65,0
Rot Wolf,,0.65,0.65,0
Cackling Counterpart,,0.65,0.65,0
Dimir Keyrune ,,0.65,0.65,0
Simic Manipulator ,,0.65,0.65,0
Antler Skulkin,,0.65,0.65,0
Fang Skulkin,,0.65,0.65,0
Familiar's Ruse,,0.65,0.65,0
Hundred-Handed One ,,0.65,0.65,0
Possessed Skaab ,,0.65,0.65,0
Jawbone Skulkin,,0.65,0.65,0
Clinging Mists ,,0.65,0.65,0
Chittering Rats,,0.65,0.65,0
Greenseeker,,0.65,0.65,0
Treasured Find ,,0.65,0.65,0
One-Eyed Scarecrow,,0.65,0.65,0
Ranger's Path ,,0.65,0.65,0
Paranoid Delusions ,,0.65,0.65,0
Shared Trauma,,0.65,0.65,0
Bond Beetle ,,0.65,0.65,0
Sultai Soothsayer ,,0.65,0.65,0
Horizon Spellbomb,,0.65,0.65,0
Bonds of Faith,,0.65,0.65,0
Topplegeist,,0.65,0.65,0
Jeering Instigator ,,0.65,0.65,0
Paragon of Fierce Defiance ,,0.65,0.65,0
Nature's Claim ,,0.65,0.65,0
Renegade Freighter ,,0.65,0.65,0
Apothecary Initiate,,0.65,0.65,0
Felhide Minotaur ,,0.65,0.65,0
Elemental Appeal ,,0.65,0.65,0
Longshot Squad ,,0.65,0.65,0
Curse of Death's Hold,,0.65,0.65,0
Azorius Guildmage,,0.65,0.65,0
Godtracker of Jund,,0.65,0.65,0
Emrakul's Hatcher,,0.65,0.65,0
Shadows of The Past ,,0.65,0.65,0
Rakish Heir,,0.65,0.65,0
Khalni Gem ,,0.65,0.65,0
Pyroclasm,,0.65,0.65,0
Banishing Stroke ,,0.65,0.65,0
Warden of The Beyond ,,0.65,0.65,0
Rimewind Cryomancer,,0.65,0.65,0
Angel of Deliverance,,0.65,0.65,0
